minfpktl,meanfpktl,maxfpktl,stdfpktl,minbpktl,meanbkptl,maxbpktl,stdbpktl,minfiat,meanfiat,maxfiat,stdfiat,minbiat,meanbiat,maxbiat,stdbiat,duration,proto,totalfpkt,totalfvol,totalbpkt,totalbvol,class
52,1487,1500,123,52,59,1500,37,5,1713,964586,6935,24,3275,1004516,9984,480696239,6,214745,319464842,113821,6721581,localForwarding
52,1487,1500,124,52,59,1500,39,5,1730,964586,6983,24,3308,1004516,10062,489912440,6,215772,320938966,114390,6766785,localForwarding
52,1487,1500,126,52,59,1500,39,5,1744,964586,7083,24,3336,1004516,10210,500654586,6,215833,320952586,114443,6780053,localForwarding
52,1487,1500,126,52,59,1500,39,5,1761,964586,7091,24,3368,1004516,10207,510698384,6,219414,326274262,116339,6892357,localForwarding
52,1487,1500,125,52,59,1500,39,5,1771,964586,7046,24,3385,1004516,10133,520686894,6,223899,332982010,118703,7027573,localForwarding
52,1487,1500,125,52,59,1500,39,5,1781,964586,7052,24,3405,1004516,10134,530698464,6,227161,337832186,120423,7129013,localForwarding
52,1487,1500,124,52,59,1500,38,5,1791,964586,7019,24,3424,1004516,10079,540694111,6,231471,344276082,122693,7258813,localForwarding
52,1487,1500,125,52,59,1500,38,5,1807,964586,7059,24,3453,1004516,10130,550369998,6,233773,347689626,123919,7331877,localForwarding
52,1487,1500,125,52,59,1500,38,5,1817,964586,7246,24,3472,1004516,10396,560698591,6,236307,351456354,125252,7411545,localForwarding
52,1487,1500,124,52,59,1500,38,5,1822,964586,7195,24,3479,1004516,10314,570693988,6,241189,358753426,127847,7560129,localForwarding
52,1487,1500,124,52,59,1500,38,5,1827,964586,7165,24,3489,1004516,10269,580694421,6,244960,364366326,129844,7677413,localForwarding
52,1487,1500,123,52,59,1500,38,5,1825,964586,7091,24,3485,1004516,10156,590698518,6,250676,372921222,132855,7849585,localForwarding
52,1487,1500,125,52,59,1500,39,5,1832,964586,7109,24,3500,1004516,10196,600620121,6,251748,374436326,133456,7899525,localForwarding
52,1487,1500,126,52,59,1500,39,5,1840,964586,7125,24,3517,1004516,10227,610690469,6,253044,376290774,134153,7950521,localForwarding
52,1487,1500,125,52,59,1500,39,5,1838,964586,7053,24,3512,1004516,10117,620692989,6,258825,384937922,137196,8124501,localForwarding
52,1487,1500,125,52,59,1500,39,5,1839,964586,7032,24,3514,1004516,10087,630690953,6,261340,388670126,138530,8203901,localForwarding
52,1487,1500,124,52,59,1500,39,5,1837,964586,6965,24,3510,1004516,9984,640697313,6,267031,397182898,141532,8375509,localForwarding
52,1487,1500,125,52,59,1500,39,5,1842,964586,7040,24,3520,1004516,10100,649177756,6,269733,401183770,142978,8461725,localForwarding
52,1487,1500,124,52,59,1500,38,5,1841,964586,6982,24,3518,1004516,10013,660695752,6,275163,409288634,145839,8628065,localForwarding
52,1487,1500,124,52,59,1500,38,5,1843,964586,6948,24,3520,1004516,9961,670695447,6,279349,415514362,148057,8757993,localForwarding
52,1487,1500,123,52,59,1500,38,5,1842,964586,6888,24,3518,1004516,9868,680696948,6,284933,423872786,151002,8926397,localForwarding
52,1487,1500,123,52,59,1500,39,5,1844,964586,6870,24,3523,1004516,9846,689816610,6,287661,427915978,152462,9019645,localForwarding
52,1487,1500,125,52,59,1500,39,5,1853,964586,6927,24,3541,1004516,9945,700135949,6,287734,427931358,152527,9034737,localForwarding
52,1487,1500,125,52,59,1500,39,5,1855,964586,6895,24,3545,1004516,9895,710697063,6,292083,434394634,154816,9171141,localForwarding
52,1487,1500,125,52,59,1500,39,5,1856,964586,6852,24,3546,1004516,9832,719515402,6,296708,441297894,157267,9311649,localForwarding
52,1487,1500,125,52,59,1500,39,5,1858,964586,6834,24,3549,1004516,9815,730696196,6,299912,446055622,158959,9411057,localForwarding
52,1487,1500,124,52,59,1500,39,5,1856,964586,6779,24,3546,1004516,9729,740697126,6,305501,454414226,161899,9579153,localForwarding
52,1487,1500,125,52,59,1500,39,5,1860,964586,6774,24,3554,1004516,9727,750693214,6,308120,458276110,163302,9665869,localForwarding
52,1487,1500,124,52,59,1500,38,5,1860,964586,6722,24,3552,1004516,9646,760694092,6,313644,466540382,166213,9832313,localForwarding
52,1487,1500,124,52,59,1500,38,5,1863,964586,6766,24,3559,1004516,9713,770696982,6,317360,472062910,168179,9947937,localForwarding
52,1487,1500,123,52,59,1500,38,5,1863,964586,6716,24,3558,1004516,9636,780697871,6,322796,480194806,171036,10111333,localForwarding
52,1487,1500,125,52,59,1500,39,5,1870,964586,6753,24,3574,1004516,9703,790582866,6,323670,481412814,171530,10155149,localForwarding
52,1487,1500,126,52,59,1500,39,5,1877,964586,6768,24,3587,1004516,9731,800696307,6,324968,483269942,172230,10206301,localForwarding
52,1487,1500,125,52,59,1500,39,5,1876,964586,6720,24,3586,1004516,9656,810698538,6,330322,491280062,175065,10368505,localForwarding
52,1487,1500,125,52,59,1500,39,5,1877,964586,6694,24,3587,1004516,9618,820698456,6,334251,497125130,177148,10490645,localForwarding
52,1487,1500,124,52,59,1500,39,5,1875,964586,6643,24,3583,1004516,9540,830697442,6,339988,505710902,180173,10663545,localForwarding
52,1487,1500,125,52,59,1500,39,5,1878,964586,6641,24,3589,1004516,9540,840694648,6,342640,509619670,181594,10751101,localForwarding
52,1487,1500,124,52,59,1500,38,5,1877,964586,6595,24,3587,1004516,9469,850697557,6,348142,517852046,184497,10917033,localForwarding
52,1487,1500,124,52,59,1500,38,5,1879,964586,6573,24,3590,1004516,9436,860697605,6,352107,523746282,186598,11040301,localForwarding
52,1487,1500,123,52,59,1500,38,5,1878,964586,6529,24,3588,1004516,9366,870694218,6,357641,532023634,189524,11207717,localForwarding
52,1487,1500,124,52,59,1500,39,5,1880,964586,6534,24,3593,1004516,9382,880660155,6,359605,534893450,190584,11280997,localForwarding
52,1487,1500,125,52,59,1500,39,5,1888,964586,6701,24,3608,1004516,9633,889261269,6,359660,534904998,190633,11292313,localForwarding
52,1487,1500,125,52,59,1500,39,5,1889,964586,6672,24,3610,1004516,9588,900689753,6,364539,542159834,193204,11444869,localForwarding
52,1487,1500,125,52,59,1500,39,5,1890,964586,6643,24,3611,1004516,9546,910653158,6,368641,548274506,195380,11571157,localForwarding
52,1487,1500,125,52,59,1500,39,5,1889,964586,6606,24,3610,1004516,9488,920697831,6,373972,556231390,198185,11732729,localForwarding
52,1487,1500,125,52,59,1500,39,5,1891,964586,6588,24,3613,1004516,9464,930258864,6,377613,561643458,200136,11847893,localForwarding
52,1487,1500,124,52,59,1500,39,5,1891,964586,6559,24,3613,1004516,9420,940696859,6,382060,568274374,202481,11984665,localForwarding
52,1487,1500,124,52,59,1500,38,5,1890,964586,6529,24,3612,1004516,9374,949118002,6,386568,575005726,204870,12121613,localForwarding
52,1487,1500,124,52,59,1500,38,5,1891,964586,6496,24,3612,1004516,9324,960694161,6,391651,582579098,207550,12277533,localForwarding
52,1487,1500,124,52,59,1500,38,5,1892,964586,6477,24,3615,1004516,9294,970648114,6,395540,588372638,209619,12398753,localForwarding
52,1487,1500,125,52,59,1500,39,5,1896,964586,6495,24,3623,1004516,9329,979848162,6,395585,588380914,209661,12413785,localForwarding
52,1487,1500,125,52,59,1500,39,5,1900,964586,6512,24,3631,1004516,9358,990681032,6,395641,588392610,209709,12424937,localForwarding
52,1487,1500,125,52,59,1500,39,5,1899,964586,6486,24,3628,1004516,9316,1000697351,6,399775,594564954,211885,12552105,localForwarding
52,1487,1500,125,52,59,1500,39,5,1898,964586,6455,24,3626,1004516,9270,1009456606,6,404588,601755422,214432,12698133,localForwarding
52,1487,1500,125,52,59,1500,39,5,1898,964586,6428,24,3626,1004516,9228,1020687711,6,409387,608911690,216961,12845385,localForwarding
52,1487,1500,124,52,59,1500,39,5,1898,964586,6406,24,3627,1004516,9194,1030686308,6,413555,615121274,219172,12974005,localForwarding
52,1487,1500,124,52,59,1500,39,5,1901,964586,6478,24,3632,1004516,9299,1040697467,6,417124,620429966,221054,13085805,localForwarding
52,1487,1500,124,52,59,1500,38,5,1900,964586,6445,24,3630,1004516,9249,1050675113,6,422520,628489086,223926,13250701,localForwarding
52,1487,1500,124,52,59,1500,38,5,1900,964586,6423,24,3630,1004516,9215,1060696387,6,426766,634818694,226159,13381169,localForwarding
52,1487,1500,123,52,59,1500,38,5,1900,964586,6396,24,3629,1004516,9174,1069534224,6,431476,641854766,228653,13524105,localForwarding
52,1487,1500,124,52,59,1500,39,5,1904,964586,6442,24,3639,1004516,9250,1080195366,6,431536,641866574,228707,13542353,localForwarding
52,1487,1500,125,52,59,1500,39,5,1909,964586,6455,24,3647,1004516,9273,1090695416,6,433115,644144466,229555,13602017,localForwarding
52,1487,1500,125,52,59,1500,39,5,1906,964586,6417,24,3643,1004516,9215,1100698148,6,438876,652761398,232597,13775897,localForwarding
52,1487,1500,125,52,59,1500,39,5,1906,964586,6398,24,3642,1004516,9185,1110697185,6,443004,658902846,234787,13904513,localForwarding
52,1487,1500,124,52,59,1500,39,5,1905,964586,6362,24,3639,1004516,9130,1120694120,6,448676,667385590,237774,14075293,localForwarding
52,1487,1500,125,52,59,1500,39,5,1908,964586,6450,24,3646,1004516,9260,1130695059,6,450335,669808522,238665,14132505,localForwarding
52,1487,1500,124,52,59,1500,39,5,1905,964586,6413,24,3640,1004516,9202,1140697030,6,456244,678648454,241778,14310509,localForwarding
52,1487,1500,124,52,59,1500,39,5,1905,964586,6396,24,3640,1004516,9178,1150698088,6,459857,684024090,243689,14422937,localForwarding
52,1487,1500,124,52,59,1500,38,5,1903,964586,6361,24,3635,1004516,9123,1160697856,6,465726,692798582,246780,14599701,localForwarding
52,1487,1500,124,52,59,1500,39,5,1906,964586,6375,24,3641,1004516,9152,1169291109,6,467474,695347502,247725,14666377,localForwarding
52,1487,1500,125,52,59,1500,39,5,1912,964586,6404,24,3653,1004516,9201,1180698645,6,468032,696067550,248042,14698541,localForwarding
52,1487,1500,125,52,59,1500,39,5,1909,964586,6369,24,3649,1004516,9147,1190698495,6,473800,704694358,251083,14872369,localForwarding
52,1487,1500,125,52,59,1500,39,5,1909,964586,6351,24,3648,1004516,9120,1200692516,6,478091,711086906,253348,15004933,localForwarding
52,1487,1500,124,52,59,1500,39,5,1907,964586,6317,24,3643,1004516,9068,1210696713,6,483929,719818106,256438,15181597,localForwarding
52,1487,1500,125,52,59,1500,39,5,1909,964586,6316,24,3647,1004516,9069,1220690902,6,486470,723560958,257795,15265441,localForwarding
52,1487,1500,124,52,59,1500,39,5,1906,964586,6281,24,3641,1004516,9016,1230696521,6,492488,732557782,260993,15448441,localForwarding
52,1487,1500,124,52,59,1500,39,5,1906,964586,6264,24,3641,1004516,8990,1240691828,6,496755,738909994,263243,15580273,localForwarding
52,1487,1500,124,52,59,1500,38,5,1903,964586,6232,24,3636,1004516,8941,1250698469,6,502566,747607206,266305,15755337,localForwarding
52,1487,1500,124,52,59,1500,39,5,1907,964586,6246,24,3644,1004516,8969,1260158352,6,503452,748841494,266808,15799621,localForwarding
52,1487,1500,125,52,59,1500,39,5,1910,964586,6256,24,3651,1004516,8987,1270695830,6,505136,751272814,267708,15862229,localForwarding
52,1487,1500,125,52,59,1500,39,5,1909,964586,6226,24,3648,1004516,8940,1280696763,6,510747,759664874,270667,16031361,localForwarding
52,1487,1500,125,52,59,1500,39,5,1911,964586,6251,24,3651,1004516,8976,1290695875,6,514593,765388186,272701,16150713,localForwarding
52,1487,1500,124,52,59,1500,39,5,1909,964586,6222,24,3648,1004516,8931,1300698251,6,520155,773704346,275632,16318293,localForwarding
52,1487,1500,125,52,59,1500,39,5,1912,964586,6223,24,3653,1004516,8935,1310697191,6,522619,777334066,276953,16400169,localForwarding
52,1487,1500,124,52,59,1500,39,5,1910,964586,6195,24,3650,1004516,8890,1320696544,6,528256,785765782,279929,16570281,localForwarding
52,1487,1500,124,52,59,1500,39,5,1911,964586,6203,24,3652,1004516,8903,1330696786,6,532173,791592914,282002,16691805,localForwarding
52,1487,1500,124,52,59,1500,38,5,1910,964586,6175,24,3649,1004516,8860,1340697218,6,537728,799903086,284933,16859385,localForwarding
52,1487,1500,124,52,59,1500,39,5,1912,964586,6180,24,3654,1004516,8871,1348966624,6,539387,802320434,285835,16923633,localForwarding
52,1487,1500,125,52,59,1500,39,5,1917,964586,6198,24,3663,1004516,8904,1360698270,6,540296,803566366,286335,16966225,localForwarding
52,1487,1500,125,52,59,1500,39,5,1915,964586,6171,24,3661,1004516,8861,1370695000,6,545869,811901370,289267,17133857,localForwarding
52,1487,1500,125,52,59,1500,39,5,1915,964586,6155,24,3660,1004516,8839,1380696586,6,550181,818319002,291542,17267085,localForwarding
52,1487,1500,124,52,59,1500,39,5,1914,964586,6129,24,3657,1004516,8797,1390698255,6,555793,826712194,294505,17436521,localForwarding
52,1487,1500,125,52,59,1500,39,5,1916,964586,6129,24,3661,1004516,8800,1400695743,6,558419,830582474,295901,17522633,localForwarding
52,1487,1500,124,52,59,1500,39,5,1914,964586,6103,24,3658,1004516,8758,1410697274,6,564058,839021718,298893,17694201,localForwarding
52,1487,1500,124,52,59,1500,39,5,1914,964586,6089,24,3658,1004516,8739,1420697530,6,568192,845175566,301077,17822217,localForwarding
52,1487,1500,124,52,59,1500,38,5,1913,964586,6064,24,3656,1004516,8699,1430694331,6,573818,853590742,304039,17991649,localForwarding
52,1487,1500,124,52,59,1500,39,5,1915,964586,6069,24,3661,1004516,8711,1440697322,6,575350,855809942,304876,18052901,localForwarding
52,1487,1500,125,52,59,1500,39,5,1919,964586,6086,24,3669,1004516,8741,1450697528,6,576331,857171658,305415,18096849,localForwarding
52,1487,1500,125,52,59,1500,39,5,1918,964586,6060,24,3666,1004516,8701,1460698204,6,582011,865670138,308409,18268041,localForwarding
52,1487,1500,125,52,59,1500,39,5,1917,964586,6046,24,3665,1004516,8680,1470696325,6,586351,872130202,310715,18403129,localForwarding
52,1487,1500,124,52,59,1500,39,5,1916,964586,6020,24,3661,1004516,8640,1480697094,6,592091,880720114,313740,18576173,localForwarding
52,1487,1500,124,52,59,1500,39,5,1917,964586,6019,24,3664,1004516,8640,1490693692,6,594825,884750978,315196,18665645,localForwarding
52,1487,1500,124,52,59,1500,39,5,1915,964586,5995,24,3661,1004516,8601,1500696982,6,600516,893260142,318197,18837201,localForwarding
52,1487,1500,124,52,59,1500,39,5,1916,964586,5983,24,3661,1004516,8583,1510698666,6,604653,899416626,320391,18965689,localForwarding
52,1487,1500,124,52,59,1500,39,5,1914,964586,5959,24,3659,1004516,8546,1520697628,6,610285,907842378,323359,19135481,localForwarding
52,1487,1500,124,52,59,1500,39,5,1917,964586,5978,24,3664,1004516,8580,1529339601,6,611302,909300078,323921,19180225,localForwarding
52,1487,1500,125,52,59,1500,39,5,1922,964586,6027,24,3674,1004516,8659,1540696792,6,611563,909577282,324081,19203361,localForwarding
52,1487,1500,125,52,59,1500,39,5,1920,964586,6002,24,3670,1004516,8620,1550695943,6,617413,918324018,327167,19379769,localForwarding
52,1487,1500,125,52,59,1500,39,5,1920,964586,5992,24,3671,1004516,8604,1560698172,6,621457,924344826,329303,19505097,localForwarding
52,1487,1500,124,52,59,1500,39,5,1919,964586,5969,24,3668,1004516,8568,1570697797,6,627044,932697158,332257,19673969,localForwarding
52,1487,1500,125,52,59,1500,39,5,1921,964586,5973,24,3671,1004516,8576,1580199442,6,629321,936048058,333486,19750197,localForwarding
52,1487,1500,124,52,59,1500,39,5,1921,964586,6057,24,3672,1004516,8692,1590694117,6,634638,944000086,336299,19911705,localForwarding
52,1487,1500,124,52,59,1500,39,5,1922,964586,6045,24,3672,1004516,8676,1600697401,6,638725,950084450,338462,20038485,localForwarding
52,1487,1500,124,52,59,1500,39,5,1920,964586,6022,24,3670,1004516,8640,1610695401,6,644362,958521622,341432,20208285,localForwarding
52,1487,1500,124,52,59,1500,39,5,1921,964586,6031,24,3672,1004516,8657,1620696830,6,647246,962784558,342970,20307493,localForwarding
52,1487,1500,125,52,59,1500,39,5,1925,964586,6077,24,3680,1004516,8731,1629086483,6,647311,962798306,343029,20320705,localForwarding
52,1487,1500,125,52,59,1500,39,5,1925,964586,6064,24,3680,1004516,8711,1640696569,6,652291,970208034,345658,20476469,localForwarding
52,1487,1500,125,52,59,1500,39,5,1925,964586,6054,24,3680,1004516,8696,1650697498,6,656355,976249162,347812,20602925,localForwarding
52,1487,1500,124,52,59,1500,39,5,1924,964586,6032,24,3678,1004516,8661,1660698042,6,661963,984637370,350768,20771997,localForwarding
52,1487,1500,124,52,59,1500,39,5,1925,964586,6027,24,3679,1004516,8655,1669695494,6,665265,989539178,352524,20875917,localForwarding
52,1487,1500,124,52,59,1500,39,5,1924,964586,6011,24,3677,1004516,8629,1680694944,6,670272,997003118,355159,21029353,localForwarding
52,1487,1500,124,52,59,1500,39,5,1924,964586,6004,24,3678,1004516,8621,1690697973,6,674359,1003082234,357321,21156033,localForwarding
52,1487,1500,124,52,59,1500,39,5,1923,964586,5982,24,3675,1004516,8587,1700698113,6,680008,1011533478,360306,21326757,localForwarding
52,1487,1500,124,52,59,1500,39,5,1925,964586,6077,24,3679,1004516,8723,1710074049,6,683202,1016274158,362015,21434297,localForwarding
52,1487,1500,125,52,59,1500,39,5,1928,964586,6092,24,3685,1004516,8751,1720183532,6,683274,1016289486,362079,21449289,localForwarding
52,1487,1500,125,52,59,1500,39,5,1928,964586,6085,24,3686,1004516,8739,1730692565,6,686929,1021714522,364009,21565153,localForwarding
52,1487,1500,125,52,59,1500,39,5,1927,964586,6067,24,3684,1004516,8712,1740343629,6,692250,1029660110,366824,21726509,localForwarding
52,1487,1500,124,52,59,1500,39,5,1927,964586,6053,24,3683,1004516,8689,1750695403,6,696856,1036533558,369251,21867977,localForwarding
52,1487,1500,124,52,59,1500,39,5,1926,964586,6039,24,3682,1004516,8670,1760696517,6,701206,1043023662,371555,22000233,localForwarding
52,1487,1500,124,52,59,1500,39,5,1927,964586,6032,24,3683,1004516,8659,1770698609,6,705160,1048898470,373647,22125593,localForwarding
52,1487,1500,124,52,59,1500,39,5,1926,964586,6016,24,3681,1004516,8635,1779751817,6,710171,1056384850,376300,22277709,localForwarding
52,1487,1500,124,52,59,1500,39,5,1925,964586,6000,24,3680,1004516,8611,1790696872,6,715117,1063766498,378904,22429341,localForwarding
52,1487,1500,124,52,59,1500,39,5,1926,964586,5993,24,3680,1004516,8602,1800631196,6,719132,1069731878,381044,22561501,localForwarding
52,1487,1500,125,52,59,1500,39,5,1928,964586,6007,24,3687,1004516,8629,1810590639,6,719204,1069747206,381108,22576493,localForwarding
52,1487,1500,125,52,59,1500,39,5,1929,964586,6010,24,3688,1004516,8635,1813060820,6,719222,1069751038,381124,22580157,localForwarding
52,1487,1500,125,52,59,1500,39,5,1929,964586,6010,24,3688,1004516,8635,1813060820,6,719222,1069751038,381124,22580157,localForwarding
52,1487,1500,125,52,59,1500,39,5,1929,964586,6010,24,3688,1004516,8635,1813060820,6,719222,1069751038,381124,22580157,localForwarding
52,1487,1500,125,52,59,1500,39,5,1929,964586,6010,24,3688,1004516,8635,1813060820,6,719222,1069751038,381124,22580157,localForwarding
52,1487,1500,125,52,59,1500,39,5,1929,964586,6010,24,3688,1004516,8635,1813060820,6,719222,1069751038,381124,22580157,localForwarding
52,1487,1500,125,52,59,1500,39,5,1929,964586,6010,24,3688,1004516,8635,1813060820,6,719222,1069751038,381124,22580157,localForwarding
52,1487,1500,125,52,59,1500,39,5,1929,964586,6010,24,3688,1004516,8635,1813060820,6,719222,1069751038,381124,22580157,localForwarding
52,1487,1500,125,52,59,1500,39,5,1929,964586,6010,24,3688,1004516,8635,1813060820,6,719222,1069751038,381124,22580157,localForwarding
52,1487,1500,125,52,59,1500,39,5,1929,964586,6010,24,3688,1004516,8635,1813060820,6,719222,1069751038,381124,22580157,localForwarding
52,1487,1500,125,52,59,1500,39,5,1929,964586,6010,24,3688,1004516,8635,1813060820,6,719222,1069751038,381124,22580157,localForwarding
52,1487,1500,125,52,59,1500,39,5,1929,964586,6010,24,3688,1004516,8635,1813060820,6,719222,1069751038,381124,22580157,localForwarding
52,1487,1500,125,52,59,1500,39,5,1929,964586,6010,24,3688,1004516,8635,1813060820,6,719222,1069751038,381124,22580157,localForwarding
52,1487,1500,125,52,59,1500,39,5,1929,964586,6010,24,3688,1004516,8635,1813060820,6,719222,1069751038,381124,22580157,localForwarding
52,1487,1500,125,52,59,1500,39,5,1929,964586,6010,24,3688,1004516,8635,1813060820,6,719222,1069751038,381124,22580157,localForwarding
52,1487,1500,125,52,59,1500,39,5,1929,964586,6010,24,3688,1004516,8635,1813060820,6,719222,1069751038,381124,22580157,localForwarding
52,1487,1500,125,52,59,1500,39,5,1929,964586,6010,24,3688,1004516,8635,1813060820,6,719222,1069751038,381124,22580157,localForwarding
52,1487,1500,125,52,59,1500,39,5,1929,964586,6010,24,3688,1004516,8635,1813060820,6,719222,1069751038,381124,22580157,localForwarding
52,1487,1500,125,52,59,1500,39,5,1929,964586,6010,24,3688,1004516,8635,1813060820,6,719222,1069751038,381124,22580157,localForwarding
